COLLECTION_NAME,YEAR_MONTH,SALE_COUNT,PRICE_USD,PRICE_RANGE
"Incantation by Eliya Stein",2021-8,47,8964.446597608998,29332.558474621783
"Inspirals by Radix",2021-3,1200,313.1691273270458,3923.1079515392867
"Inspirals by Radix",2021-4,83,931.6390640182299,5327.745066209105
"Inspirals by Radix",2021-5,19,257.9454420181787,515.837771238449
"Inspirals by Radix",2021-6,181,428.1741830255001,2783.8260642366154
"Inspirals by Radix",2021-7,400,1231.4765853581841,13986.244324860345
"Inspirals by Radix",2021-8,497,7774.661986296108,24350.703960774106
"Inspirals by Radix",2021-9,16,13367.178700069519,14970.382398252428
"Labyrometry by Eliya Stein",2021-8,2628,492.73475714008936,3302.094638501607
"Labyrometry by Eliya Stein",2021-9,38,1592.325130200155,1827.3027049470093
"Lava Glow by JEANVASCRIPT",2021-7,1,229.01754452949814,0
"Lava Glow by JEANVASCRIPT",2021-8,979,1576.3791218992947,9555.537998052801
"Lava Glow by JEANVASCRIPT",2021-9,8,3265.011611437445,2584.7012063750026
"LeWitt Generator Generator by Mitchell F. Chan",2021-7,1,172.4202726368352,0
"LeWitt Generator Generator by Mitchell F. Chan",2021-8,5319,4678.882254272992,67328.42106992069
"LeWitt Generator Generator by Mitchell F. Chan",2021-9,27,17891.36103071834,20346.569560619657
"Libertad Parametrizada by zJorge",2021-6,280,277.67909487687115,1514.10156627198
"Libertad Parametrizada by zJorge",2021-7,45,1190.2803435950261,2133.6351383383344
"Libertad Parametrizada by zJorge",2021-8,69,10634.957040966527,33320.370966499104
"Libertad Parametrizada by zJorge",2021-9,5,10309.62192778243,10355.435006123345
"Light Beams by Jason Ting",2021-3,151,912.8364052273707,1613.8226792549663
"Light Beams by Jason Ting",2021-4,14,2290.404722929559,1967.8209730356064
"Light Beams by Jason Ting",2021-5,2,1795.9361262536274,3264.9586245750784
"Light Beams by Jason Ting",2021-6,6,1027.4820781655205,2017.695232175502
"Light Beams by Jason Ting",2021-7,20,2233.624496479504,3688.002349463323
"Light Beams by Jason Ting",2021-8,46,29470.371830891647,97373.967566388
"Low Tide by Artem Verkhovskiy x Andy Shaw",2021-7,595,256.4065784192852,3159.135115908343
"Low Tide by Artem Verkhovskiy x Andy Shaw",2021-8,165,1782.9426058295815,5707.544862321094
"Low Tide by Artem Verkhovskiy x Andy Shaw",2021-9,2,3744.809532469868,55.02513007266998
"Messengers by Alexis André",2021-5,372,217.76080012290114,1646.5810454889424
"Messengers by Alexis André",2021-6,73,669.8922677275946,2521.1102210747636
"Messengers by Alexis André",2021-7,78,2049.5151024441802,3823.6081493041593
"Messengers by Alexis André",2021-8,95,8571.097188708272,23662.949316942242
"Messengers by Alexis André",2021-9,4,16400.650111386698,13855.142680247285
"Neighborhood by Jeff Davis",2021-8,20,804.0520080259391,42.10763163836418
"Neighborhood by Jeff Davis",2021-9,1438,7560.397085124755,46650.742209440665
"NimBuds by Bryan Brinkman",2021-1,468,347.7368906114317,3157.9217069222027
"NimBuds by Bryan Brinkman",2021-2,142,1525.3266929798829,7570.93075743596
"NimBuds by Bryan Brinkman",2021-3,52,1458.3050762214482,4225.0153771319465
"NimBuds by Bryan Brinkman",2021-4,26,959.5232027623258,1339.378598186309
"NimBuds by Bryan Brinkman",2021-5,17,957.5986153297912,2250.827608672522
"NimBuds by Bryan Brinkman",2021-6,57,1773.7128390041094,10191.853366099938
"NimBuds by Bryan Brinkman",2021-7,60,4159.984706675886,8710.082143428654
"NimBuds by Bryan Brinkman",2021-8,70,21635.697053827833,48905.53434846838
"NimBuds by Bryan Brinkman",2021-9,1,30791.471248902028,0
"Nucleus by Hjalmar Åström",2021-7,2,311.6580767275839,0
"Nucleus by Hjalmar Åström",2021-8,3607,1729.095933340448,10344.801735529298
"Nucleus by Hjalmar Åström",2021-9,32,2891.302010208818,1549.6945885160653
"Obicera by Alexis André",2021-8,4466,7067.478356992365,169913.47948446378
"Obicera by Alexis André",2021-9,44,7753.996799335551,6685.474376416861
"Octo Garden by Rich Lord",2021-6,1,212.37462369268775,0
"Octo Garden by Rich Lord",2021-7,572,958.8568598740951,9724.733229020589
"Octo Garden by Rich Lord",2021-8,219,12728.465925649296,112300.06868237155
"Octo Garden by Rich Lord",2021-9,6,11598.891212426266,7299.873511296757
"Ode to Roy by artplusbrad",2021-5,32,135.58352976099098,198.64441395314066
"Ode to Roy by artplusbrad",2021-6,896,117.18850312878327,3680.262611620371
"Ode to Roy by artplusbrad",2021-7,199,320.5106589563103,2805.248631471706
"Ode to Roy by artplusbrad",2021-8,455,3731.7820079096427,23989.94994701004
"Ode to Roy by artplusbrad",2021-9,13,7145.239560451068,11928.51603436826
"Organized Disruption by Joshua Davis / PrayStation",2021-8,1685,1394.5539466607984,13121.313224188818
"Organized Disruption by Joshua Davis / PrayStation",2021-9,8,1698.2555127422056,2397.467388627415
"Origami Dream by k0ch",2021-4,136,146.0633010756592,69.65913432509011
"Origami Dream by k0ch",2021-5,9,169.6993821038653,35.82291138832187
"Origami Dream by k0ch",2021-6,86,150.95331253198668,289.96240149400535
"Origami Dream by k0ch",2021-7,37,437.1272024765008,1943.8295105415891
"Origami Dream by k0ch",2021-8,67,3173.9540247506434,8403.472679253622
"Orthogone by Pandelune",2021-6,42,214.5615422976103,81.0009196902889
"Orthogone by Pandelune",2021-7,438,249.37703401651223,243.58264875985927
"Orthogone by Pandelune",2021-8,856,624.9062867633363,4893.2611977067145
"Orthogone by Pandelune",2021-9,18,1839.0910016428982,3006.5437294672593
"P:X by mightymoose",2021-4,1,377.4888832398386,0
"P:X by mightymoose",2021-5,1,409.4771493988467,0
"P:X by mightymoose",2021-6,6,329.5427264963882,98.77186438966851
"P:X by mightymoose",2021-7,400,368.43822275364226,2048.3912705811754
"P:X by mightymoose",2021-8,226,1509.555559236099,16438.339693699098
"P:X by mightymoose",2021-9,15,2010.0285547050632,1735.974738659978
"Panelscape 🅰🅱 by Paolo Tonon",2021-6,54,219.3141929441892,165.1977077641783
"Panelscape 🅰🅱 by Paolo Tonon",2021-7,832,233.0409644888156,538.1764880733546
"Panelscape 🅰🅱 by Paolo Tonon",2021-8,450,1776.3360788638618,8182.309696189579
"Panelscape 🅰🅱 by Paolo Tonon",2021-9,7,2369.3559399378237,883.4149860039643
"Paper Armada by Kjetil Golid",2021-3,177,190.0946733340819,400.7622430696599
"Paper Armada by Kjetil Golid",2021-4,951,277.1141725319991,8278.232491017294
"Paper Armada by Kjetil Golid",2021-5,35,277.4705362627221,629.6825293277084
"Paper Armada by Kjetil Golid",2021-6,2439,266.7188708717013,10931.499789386356
"Paper Armada by Kjetil Golid",2021-7,672,607.3585051951687,8376.91960902859
"Paper Armada by Kjetil Golid",2021-8,1198,3207.2535534355193,49016.05959000385
"Paper Armada by Kjetil Golid",2021-9,45,5624.9876030044725,20314.20873273042
"Patchwork Saguaros by Jake Rockland",2021-6,15,663.839927964548,1270.1910201233222
"Patchwork Saguaros by Jake Rockland",2021-7,4,2910.5955839176067,2309.502489208488
"Patchwork Saguaros by Jake Rockland",2021-8,14,30495.62409111711,72067.77991207616
"Patchwork Saguaros by Jake Rockland",2021-9,1,,
"Pathfinders by luxpris",2021-2,1,134.88211491528293,0
"Pathfinders by luxpris",2021-3,1235,236.9786708857245,9826.504060572533
"Pathfinders by luxpris",2021-4,37,487.6327923887805,5005.03594755791
"Pathfinders by luxpris",2021-5,13,254.47642566091088,325.82468036701613
"Pathfinders by luxpris",2021-6,48,201.3512443057268,536.2482421472504
"Pathfinders by luxpris",2021-7,243,494.7811628720742,7498.133792267403
"Pathfinders by luxpris",2021-8,410,3539.7291156460537,14403.39274141594
"Pathfinders by luxpris",2021-9,18,4684.214296093818,3680.3194020606124
"Patterns of Life by Vamoss",2021-6,1,248.4002080055946,0
"Patterns of Life by Vamoss",2021-7,1072,240.75238332433426,1003.6551655290389
"Patterns of Life by Vamoss",2021-8,351,1195.7610231556114,10954.68588969957
"Patterns of Life by Vamoss",2021-9,16,1439.2607809783267,1193.8426903689474
"Petri by Fabin Rasheed",2021-5,4,774.9482416962155,59.133961595530536
"Petri by Fabin Rasheed",2021-6,5,653.3094264824224,220.9251798200611
"Petri by Fabin Rasheed",2021-7,238,870.1863355782639,3973.4639077440866
"Petri by Fabin Rasheed",2021-8,115,4140.292863136318,7851.145719426335
"Petri by Fabin Rasheed",2021-9,12,6728.480168364901,4294.1486453834605
"Pigments by Darien Brito",2021-8,3012,9399.454547801635,177730.03429466058
"Pigments by Darien Brito",2021-9,26,49284.98158877077,52891.24681624278
"Pixel Glass by kai",2021-2,286,474.3449489222063,1418.2821406697021
"Pixel Glass by kai",2021-3,21,342.1799931068259,261.34145920267144
"Pixel Glass by kai",2021-4,8,314.56458762642967,882.1230727138898
"Pixel Glass by kai",2021-5,4,134.73625935499,174.1365914241443
"Pixel Glass by kai",2021-6,33,153.79312481699685,336.66906592160143
"Pixel Glass by kai",2021-7,46,606.2604856310612,2578.0540331151406
"Pixel Glass by kai",2021-8,87,3091.8484812823967,5869.945238668186
"Pixel Glass by kai",2021-9,2,3847.1090999071575,1893.8762454234306
"Portal by Jeff Davis",2021-6,19,3936.718783423797,9875.114762660925
"Portal by Jeff Davis",2021-7,1,,
"PrimiDance by wuwa",2021-6,84,214.89698361095526,430.5228738259821
"PrimiDance by wuwa",2021-7,299,286.6366666484178,3778.9296690194465
"PrimiDance by wuwa",2021-8,172,7780.969470541759,40627.942199711084
"PrimiDance by wuwa",2021-9,5,10042.619184303667,1565.0670305957683
"PrimiLife by wuwa",2021-8,2,639.4841529380064,0
"PrimiLife by wuwa",2021-9,21,981.7188516246117,1.8851909444573494
"R3sonance by ge1doot",2021-2,598,824.752185709899,9091.681156075707
"R3sonance by ge1doot",2021-3,148,1787.627153803734,15233.593388146108
"R3sonance by ge1doot",2021-4,8,995.6712028409664,1677.8267197449325
"R3sonance by ge1doot",2021-5,9,1411.6393610396567,2803.179435017658
"R3sonance by ge1doot",2021-6,17,584.152675905304,1582.4156939099064
"R3sonance by ge1doot",2021-7,72,1614.528124797593,5028.108809445079
"R3sonance by ge1doot",2021-8,89,7896.876078854822,16545.121289692794
"R3sonance by ge1doot",2021-9,9,13940.195202355648,25098.95817143221
"Radiance by Julien Gachadoat",2021-7,788,609.7353566888625,3464.6437598670072
"Radiance by Julien Gachadoat",2021-8,230,2706.4839767426765,10934.535882935716
"Radiance by Julien Gachadoat",2021-9,8,3884.2869145447135,3186.497042007477
"Rapture by Thomas Lin Pedersen",2021-8,5147,9207.974268254655,99449.31070280714
"Rapture by Thomas Lin Pedersen",2021-9,27,9276.409770364844,7352.427427330978
"Return by Aaron Penne",2021-5,1,397.9310792982172,0
"Return by Aaron Penne",2021-6,404,464.1827510144505,4237.3735333441255
"Return by Aaron Penne",2021-7,89,2789.5064086541142,10613.577348641338
"Return by Aaron Penne",2021-8,75,22707.592679427085,54735.07301621521
"Return by Aaron Penne",2021-9,1,31826.313284743752,0
"Rhythm by Jeff Davis",2021-4,546,375.128228406199,118.26849057857567
"Rhythm by Jeff Davis",2021-5,16,463.8445393996102,593.9768442409452
"Rhythm by Jeff Davis",2021-6,48,378.469410615988,1932.94191820649
"Rhythm by Jeff Davis",2021-7,67,1845.0728720167413,6485.359666828232
"Rhythm by Jeff Davis",2021-8,70,9800.280266650512,29369.613673028245
"Rhythm by Jeff Davis",2021-9,2,17016.581363663943,0
"Rinascita by Stefano Contiero",2021-7,1,584.7685191879052,0
"Rinascita by Stefano Contiero",2021-8,1463,6854.828656030857,68348.37532109852
"Rinascita by Stefano Contiero",2021-9,6,19497.612495611378,19177.204183636306
"Ringers by Dmitri Cherniak",2021-1,1047,170.7803453895861,3125.04624928547
"Ringers by Dmitri Cherniak",2021-2,308,4657.063596414687,24427.242249168503
"Ringers by Dmitri Cherniak",2021-3,101,11481.927798481376,36966.49002698833
"Ringers by Dmitri Cherniak",2021-4,47,13697.303137811326,27053.588728440252
"Ringers by Dmitri Cherniak",2021-5,23,16175.705062134883,46321.34312548204
"Ringers by Dmitri Cherniak",2021-6,37,17443.553247654774,60230.870841225886
"Ringers by Dmitri Cherniak",2021-7,90,51457.67308101393,201781.67268198336
"Ringers by Dmitri Cherniak",2021-8,90,438047.1687372542,5593851.3381229825
"Ringers by Dmitri Cherniak",2021-9,2,702193.749316198,278346.8285913103
"Scribbled Boundaries by William Tan",2021-8,2101,6113.570293925441,98813.17703494414
"Scribbled Boundaries by William Tan",2021-9,28,14544.038703627139,19574.977941259775
"Sentience by pxlq",2021-2,173,527.3972019822405,5095.786692330326
"Sentience by pxlq",2021-3,7,958.8574226671336,800.1765643619542
"Sentience by pxlq",2021-4,6,1422.2547970206394,1907.2339839596884
"Sentience by pxlq",2021-5,3,1325.5444765743227,2189.1861743820555
"Sentience by pxlq",2021-6,10,1132.2533754273393,2518.5643399141363
"Sentience by pxlq",2021-7,20,2441.755648072153,4426.866525413908
"Sentience by pxlq",2021-8,26,16425.3561690741,39145.797771898986
"Sentience by pxlq",2021-9,6,19500.91203006469,11573.308083106325
"Sigils by espina",2021-6,181,206.28463659571327,544.9253829714169
"Sigils by espina",2021-7,38,689.0061957938238,1481.3230857010242
"Sigils by espina",2021-8,73,7700.521964021646,29045.570585323618
"Sigils by espina",2021-9,2,14689.362518908256,0
"Singularity by Hideki Tsukamoto",2021-1,1140,155.34467412789888,8009.65432279938
"Singularity by Hideki Tsukamoto",2021-2,199,3301.2433486694513,63409.782633191964
"Singularity by Hideki Tsukamoto",2021-3,39,4709.084798192836,25951.817013016404
"Singularity by Hideki Tsukamoto",2021-4,18,3695.758921560773,9495.80474352836
"Singularity by Hideki Tsukamoto",2021-5,21,2794.8351860235757,5764.046008184083
"Singularity by Hideki Tsukamoto",2021-6,49,3265.2562120429952,10061.187103491542
"Singularity by Hideki Tsukamoto",2021-7,116,10838.767998199597,89187.3945301355
"Singularity by Hideki Tsukamoto",2021-8,151,48480.98244520044,224922.98844178068
"Singularity by Hideki Tsukamoto",2021-9,6,71741.26781274598,48694.166441685265
"Space Debris 0 by pxlq",2021-6,1,2360.4018525425613,0
"Space Debris 0 by pxlq",2021-8,5,7177.7862758647725,9750.72649628912
"Space Debris 1 by pxlq",2021-6,1,1769.554653937368,0
"Space Debris 1 by pxlq",2021-7,2,1854.318227848526,1204.0601659035701
"Space Debris 1 by pxlq",2021-8,4,8076.861807523152,8333.969994362926
"Space Debris 2 by pxlq",2021-7,2,6983.799676341278,10595.883755320554
"Space Debris 2 by pxlq",2021-8,1,12937.645109878094,0
"Space Debris [maider] by WhaleStreet x pxlq",2021-6,1,746.4601550747002,0
"Space Debris [maider] by WhaleStreet x pxlq",2021-7,21,1001.2619902938643,3008.8278538476116
"Space Debris [maider] by WhaleStreet x pxlq",2021-8,51,5591.529231355363,13970.828622307161
"Space Debris [maider] by WhaleStreet x pxlq",2021-9,1,7449.197644308886,0
"Space Debris [ravaged] by WhaleStreet x pxlq",2021-6,1,4442.12646102819,0
"Space Debris [ravaged] by WhaleStreet x pxlq",2021-7,2,4227.401916148961,0
"Space Debris [ravaged] by WhaleStreet x pxlq",2021-8,13,21991.390791646754,40068.722336179715
"Space Debris [warning] by WhaleStreet x pxlq",2021-7,12,1719.4188150775208,2142.1290235819124
"Space Debris [warning] by WhaleStreet x pxlq",2021-8,36,5725.183526753008,11077.723386963962
"Spaghettification by CtrlShiftMake",2021-6,1,126.77497096910827,0
"Spaghettification by ctrlshiftmake",2021-7,1379,130.60966624785195,2191.9435111475245
"Spaghettification by ctrlshiftmake",2021-8,506,917.7115867481525,5735.569649366855
"Spaghettification by ctrlshiftmake",2021-9,33,1440.8208358237353,2833.5245366138956
"Speckled Summits by Jake Rockland",2021-7,196,1311.583677637635,12132.136269302136
"Speckled Summits by Jake Rockland",2021-8,35,28965.668966053923,129865.43479247391
"Spectron by Simon De Mai",2021-2,491,391.7806349646081,1909.8724319440114
"Spectron by Simon De Mai",2021-3,16,795.9673703488069,1124.009311724441
"Spectron by Simon De Mai",2021-4,8,671.8532242962713,1519.2773463039996
"Spectron by Simon De Mai",2021-5,13,685.6448164468758,643.258207553902
"Spectron by Simon De Mai",2021-6,46,965.4382023964436,1457.78963920463
"Spectron by Simon De Mai",2021-7,94,3759.6128371818345,13426.005048808107
"Spectron by Simon De Mai",2021-8,153,20117.527994912587,41491.9685371032
"Spectron by Simon De Mai",2021-9,5,23919.88920518511,13594.10782713018
"SpiroFlakes by Alexander Reben",2021-8,197,4011.9602983022596,7397.485764147662
"SpiroFlakes by Alexander Reben",2021-9,5,1537.4991517328513,246.90801897988695
"Star Flower by Ruben Alexander",2021-4,19,240.06872038226012,44.66315836806669
"Star Flower by Ruben Alexander",2021-5,2,271.2205552093659,43.88031496460428
"Star Flower by Ruben Alexander",2021-6,40,198.23140262366422,175.8019652266342
"Star Flower by Ruben Alexander",2021-7,1382,241.22065130850484,2372.1298754022864
"Star Flower by Ruben Alexander",2021-8,965,957.193780117558,6471.001826455041
"Star Flower by Ruben Alexander",2021-9,34,1333.1415509186547,641.1401094808339
"Stipple Sunsets by Jake Rockland",2021-4,742,258.07738868302505,4049.4598081578056
"Stipple Sunsets by Jake Rockland",2021-5,8,748.4955090232593,1578.002303359517
"Stipple Sunsets by Jake Rockland",2021-6,24,174.41161575735757,446.5756669781547
"Stipple Sunsets by Jake Rockland",2021-7,50,665.8355986889806,1591.6790608790252
"Stipple Sunsets by Jake Rockland",2021-8,93,6031.116609553978,16851.340489312774
"Stipple Sunsets by Jake Rockland",2021-9,4,6600.831025948786,1440.6339644123354
"Stroming by Bart Simons",2021-6,344,261.93855981678956,1490.3548958363467
"Stroming by Bart Simons",2021-7,100,1171.784741457439,5449.783693476848
"Stroming by Bart Simons",2021-8,149,6814.4936131623635,21243.55347228182
"Stroming by Bart Simons",2021-9,8,8466.663155334358,7670.763706172763
"Subscapes by Matt DesLauriers",2021-4,768,1126.6242371635187,30077.528715311226
"Subscapes by Matt DesLauriers",2021-5,75,1825.8625019862984,15435.823843290567
"Subscapes by Matt DesLauriers",2021-6,101,2445.850825930909,10409.289183452049
"Subscapes by Matt DesLauriers",2021-7,94,11731.782366485148,75338.43342830794
"Subscapes by Matt DesLauriers",2021-8,121,114885.00747075517,662291.7383346759
"Subscapes by Matt DesLauriers",2021-9,3,321019.7798946399,190518.28112671903
"Synapses by Chaosconstruct",2021-4,752,227.21979034501214,2912.9621704901638
"Synapses by Chaosconstruct",2021-5,26,454.4176881570214,3508.0973493395286
"Synapses by Chaosconstruct",2021-6,109,365.38930368242745,2679.613089814915
"Synapses by Chaosconstruct",2021-7,201,1578.501430649382,15570.113901914727
"Synapses by Chaosconstruct",2021-8,361,10662.165329997457,55347.66145880388
"Synapses by Chaosconstruct",2021-9,10,19443.720017900145,19626.59841541948
"Talking Blocks by REMO x DCsan",2021-4,18,245.90541610148136,55.77749898841344
"Talking Blocks by REMO x DCsan",2021-5,7,266.46760385273666,48.56062099090349
"Talking Blocks by REMO x DCsan",2021-6,8,208.31824080968792,51.54203550690312
"Talking Blocks by REMO x DCsan",2021-7,550,239.68490222501705,908.2730290213369
"Talking Blocks by REMO x DCsan",2021-8,259,1206.5471327143357,7352.550820138633
"Talking Blocks by REMO x DCsan",2021-9,4,1754.949403035006,588.642309606638
"Tangled by Superblob",2021-8,2,277.90700000000004,0
"The Blocks of Art by Shvembldr",2021-5,543,306.03101964897576,9409.928895141098
"The Blocks of Art by Shvembldr",2021-6,150,472.1714757399518,1882.9289360848272
"The Blocks of Art by Shvembldr",2021-7,288,6877.418362358384,30978.928326972393
"The Blocks of Art by Shvembldr",2021-8,89,44912.57003953227,182985.5648539026
"The Blocks of Art by Shvembldr",2021-9,4,77710.62490545082,42712.50474839342
"The Eternal Pump by Dmitri Cherniak",2021-2,50,5162.876320682908,40855.00744219718
"The Eternal Pump by Dmitri Cherniak",2021-3,6,15332.24722949966,8965.704221618502
"The Eternal Pump by Dmitri Cherniak",2021-4,2,16638.969819628226,1686.7999138550203
"The Eternal Pump by Dmitri Cherniak",2021-5,3,31364.72529347212,17355.759863835105
"The Eternal Pump by Dmitri Cherniak",2021-6,7,22508.398415334996,13154.311110777588
"The Eternal Pump by Dmitri Cherniak",2021-7,13,156954.67930973365,244811.67303053092
"The Eternal Pump by Dmitri Cherniak",2021-8,8,693024.0507341921,648434.6901549492
"The Liths of Sisyphus by nonfigurativ",2021-8,1352,1587.2167762565537,27481.912816656906
"The Liths of Sisyphus by nonfigurativ",2021-9,14,3352.8308046858015,3646.227583303669
"The Opera by Luke Shannon",2021-4,1,268.4363542910271,0
"The Opera by Luke Shannon",2021-5,304,322.9829904237202,1409.026661736419
"The Opera by Luke Shannon",2021-6,94,405.47565408892626,2349.5406620116537
"The Opera by Luke Shannon",2021-7,50,1641.7915161162566,4261.221522226633
"The Opera by Luke Shannon",2021-8,75,10520.801842944022,55644.77295660935
"Timepiece by WAWAA",2021-7,1,305.5402374546396,0
"Timepiece by WAWAA",2021-8,1801,2652.5198956685003,8182.0681302945295
"Timepiece by WAWAA",2021-9,8,2454.7381997399734,760.2207699062178
"Transitions by Jason Ting x Matt Bilfield",2021-7,8011,273.9961737204702,5943.0488249869795
"Transitions by Jason Ting x Matt Bilfield",2021-8,2428,1202.2252436596857,31316.6356842883
"Transitions by Jason Ting x Matt Bilfield",2021-9,76,1925.9439486113276,9063.307883891528
"Traversals by Loren Bednar",2021-5,34,250.5032186224228,60.45600310336067
"Traversals by Loren Bednar",2021-6,60,251.74973339683487,613.952963719346
"Traversals by Loren Bednar",2021-7,19,1221.94532515199,2521.37172485786
"Traversals by Loren Bednar",2021-8,59,16344.181449545216,47133.83362377577
"Traversals by Loren Bednar",2021-9,1,12522.107597538043,0
"Trossets by Anna Carreras",2021-8,1,0.3244122686237856,0
"Trossets by Anna Carreras",2021-9,1200,15327.366755361678,86689.74686109387
"Unigrids by Zeblocks",2021-1,489,222.68384846990463,3889.5894675281615
"Unigrids by Zeblocks",2021-2,100,1942.5916246442491,13583.010964200328
"Unigrids by Zeblocks",2021-3,34,3855.015557889893,4702.7255712262595
"Unigrids by Zeblocks",2021-4,15,5007.4959059301145,3343.1593963236983
"Unigrids by Zeblocks",2021-5,13,5517.181384423951,4947.720596428624
"Unigrids by Zeblocks",2021-6,20,6594.873877698464,8647.055278542153
"Unigrids by Zeblocks",2021-7,47,18069.52756368494,43167.12516061224
"Unigrids by Zeblocks",2021-8,72,101887.46238291249,663054.0780435054
"Unknown Signals by k0ch",2021-8,9688,2043.7461226253315,15997.609525767903
"Unknown Signals by k0ch",2021-9,166,1829.9118091288412,2062.1865759412267
"Utopia by ge1doot",2021-2,324,540.6338161127265,7328.286594651807
"Utopia by ge1doot",2021-3,9,3178.713408564703,8967.55564005992
"Utopia by ge1doot",2021-4,7,1229.626776452366,1051.5196623819372
"Utopia by ge1doot",2021-5,4,1698.9513392718593,2409.9947517970822
"Utopia by ge1doot",2021-6,7,1405.859091591838,1335.8257135854628
"Utopia by ge1doot",2021-7,24,4545.559303349628,8849.411376528691
"Utopia by ge1doot",2021-8,11,19237.20922269239,16902.667494080088
"Variant Plan by Jeff Davis",2021-2,3,2083.1818607678056,2443.3103606311042
"Variant Plan by Jeff Davis",2021-3,5,4439.7702365642135,4459.534951226634
"Variant Plan by Jeff Davis",2021-5,2,5264.216664054932,1975.7132554725176
"Variant Plan by Jeff Davis",2021-7,12,6098.566917258668,10332.498633496427
"Variant Plan by Jeff Davis",2021-8,10,21922.776464575883,41541.40087367059
"View Card by Jeff Davis",2020-12,33,159.6233421095778,18.246096297187165
"View Card by Jeff Davis",2021-1,16,657.9810252194072,1695.1246865989037
"View Card by Jeff Davis",2021-2,5,3268.598009205334,3681.7319182929277
"View Card by Jeff Davis",2021-3,1,9210.246329437085,0
"View Card by Jeff Davis",2021-5,3,11898.7246044747,14349.118737766821
"View Card by Jeff Davis",2021-6,1,15746.837301217707,0
"View Card by Jeff Davis",2021-7,4,20006.897890480977,24441.552845398357
"View Card by Jeff Davis",2021-8,9,45049.46624754932,95327.77944280485
"Void by Alexis André",2021-4,543,237.53426694214184,1307.4217056614386
"Void by Alexis André",2021-5,38,399.31412458210843,1155.952969155898
"Void by Alexis André",2021-6,87,415.91285427516596,1495.7155100147947
"Void by Alexis André",2021-7,103,1370.4805922863306,3543.7264908737297
"Void by Alexis André",2021-8,98,7322.962554715391,21921.49990905116
"Void by Alexis André",2021-9,11,8064.920444265245,6600.985243332758
"Watercolor Dreams by NumbersInMotion",2021-4,669,474.02557801598743,8084.88362341099
"Watercolor Dreams by NumbersInMotion",2021-5,152,637.7429672884873,8902.414310289763
"Watercolor Dreams by NumbersInMotion",2021-6,147,433.8259789023239,1985.1243896163558
"Watercolor Dreams by NumbersInMotion",2021-7,218,2009.3250286053635,15197.368126038793
"Watercolor Dreams by NumbersInMotion",2021-8,261,14964.211007048318,57283.18816971051
"Watercolor Dreams by NumbersInMotion",2021-9,7,20815.6960750737,20122.41665475636
"Wave Schematics by luxpris",2021-8,1517,7960.338569149888,23592.0739983892
"Wave Schematics by luxpris",2021-9,16,12567.1877997545,16771.62608695515
"[Dis]entanglement by onlygenerated",2021-7,988,247.8816770592757,1269.2491982913941
"[Dis]entanglement by onlygenerated",2021-8,329,1245.8713545211033,7774.3762518566455
"[Dis]entanglement by onlygenerated",2021-9,17,2076.983868502143,4071.372750037887
"autoRAD by sgt_slaughtermelon & Tartaria Archivist",2021-8,2797,2921.7732040326523,49625.34348572309
"autoRAD by sgt_slaughtermelon & Tartaria Archivist",2021-9,70,3727.8576673711746,7448.823144584669
"celestial cyclones by hideo",2021-7,1150,958.0841902580386,17803.278784032784
"celestial cyclones by hideo",2021-8,234,6959.66928283286,20939.7700439402
"celestial cyclones by hideo",2021-9,6,8410.801340056385,3498.279909669436
"dino pals by hideo",2021-5,107,130.47663035538258,393.3607478439544
"dino pals by hideo",2021-6,41,460.68539402480206,2717.5448276718853
"dino pals by hideo",2021-7,26,3119.424649808251,36861.01268608
"dino pals by hideo",2021-8,60,104739.48571359323,1186441.7262751171
"glitch crystal monsters by Alida Sun",2021-7,1521,1019.9966992464273,9265.873540795592
"glitch crystal monsters by Alida Sun",2021-8,715,6659.62684446191,32172.404219337554
"glitch crystal monsters by Alida Sun",2021-9,23,10517.113658951928,7838.58123153273
"phase by Loren Bednar",2021-8,4065,11586.957655160091,144573.66717615898
"phase by Loren Bednar",2021-9,53,40829.86492979789,72486.26766767644
"planets by donnoh",2021-6,621,145.75949283871995,2405.799114247648
"planets by donnoh",2021-7,129,273.3535187217259,1515.4957505179411
"planets by donnoh",2021-8,299,1314.1831083690695,16689.613467206666
"planets by donnoh",2021-9,2,1651.3961084958653,131.02882735532557
"sail-o-bots by sturec x memorycollector",2021-6,799,147.57592014775008,697.9083938788426
"sail-o-bots by sturec x memorycollector",2021-7,632,528.8456453662894,3278.5119745104307
"sail-o-bots by sturec x memorycollector",2021-8,575,16153.881986622253,69033.03311624553
"sail-o-bots by sturec x memorycollector",2021-9,32,42805.07691971946,53096.35373785061
"♫ ByteBeats by DADABOTS x KAI",2021-4,342,509.06964594755686,549.175500499791
"♫ ByteBeats by DADABOTS x KAI",2021-5,6,643.2883477777926,683.2237764422946
"♫ ByteBeats by DADABOTS x KAI",2021-6,23,489.569130699579,557.3088833626597
"♫ ByteBeats by DADABOTS x KAI",2021-7,800,562.131005241464,4551.406945813039
"♫ ByteBeats by DADABOTS x KAI",2021-8,115,2989.2639392111146,9364.831963062217
"♫ ByteBeats by DADABOTS x KAI",2021-9,3,2993.503287141351,684.8915484244153
